Age#,Boarding point 1,Cabin,Category,Class,Destination,destination,Embarked,Gender,Name,NameRaw,Origin,Parch - Calc,parch calc 2,Passenger Id,Port,Sex,SibSp - Calc,sibsp calc2,Survived,Survived - Calc,Survived num,Ticket,Age,Dest Lat,Dest Long,Dest point,Fare,Fare Rounded,Number of Passengers,Origin Lat,Origin Lon,Origin Point,Parch,Pclass,Route,Sib Sp,Survival Percentage,SurvivedRaw,Wreck ship Latitude,Wreck ship longitude
22,Southampton,K5,Men,Third,"New York, United States",New York,S,Male,Mr. Achille Waelens,"Waelens, Mr. Achille",Southampton,0,No,81,Southampton,male,0,No,Not Survived,Died,,345767,22,40.6677,-74.0407,Point,9,9,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
28,Southampton,K5,Men,Third,"New York, United States",New York,S,Male,Mr. Jan Baptist Sheerlinck,"Sheerlinck, Mr. Jan Baptist",Southampton,0,No,82,Southampton,male,0,No,Survived,Survived,,345779,29,40.6677,-74.0407,Point,9.5,9,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
40,Southampton,K5,Women,Third,"New York, United States",New York,Q,Female,Miss. Brigdet Delia McDermott,"McDermott, Miss. Brigdet Delia",Southampton,0,No,83,Queenstown,female,0,No,Survived,Survived,,330932,40,40.6677,-74.0407,Point,7.7875,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
28,Southampton,K5,Men,First,"New York, United States",New York,S,Male,Mr. Francisco M Carrau,"Carrau, Mr. Francisco M",Southampton,0,No,84,Southampton,male,0,No,Not Survived,Died,,113059,28,40.6677,-74.0407,Point,47.1,47,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
16,Southampton,K5,Women,Second,"New York, United States",New York,S,Female,Miss. Bertha Ilett,"Ilett, Miss. Bertha",Southampton,0,No,85,Southampton,female,0,No,Survived,Survived,,SO/C 14885,17,40.6677,-74.0407,Point,10.5,10,1,50.9167,-1.38333,Point,0,2,LineString,0,1,1,41.726931,-49.948253
32,Southampton,K5,Women,Third,"New York, United States",New York,S,Female,Mrs. Karl Alfred (Maria Mathilda Gustafsson) Backstrom,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",Southampton,0,No,86,Southampton,female,3,Yes,Survived,Survived,,3101278,33,40.6677,-74.0407,Point,15.85,15,1,50.9167,-1.38333,Point,0,3,LineString,3,1,1,41.726931,-49.948253
16,Southampton,K5,Men,Third,"New York, United States",New York,S,Male,Mr. William Neal Ford,"Ford, Mr. William Neal",Southampton,3,Yes,87,Southampton,male,1,Yes,Not Survived,Died,,W./C. 6608,16,40.6677,-74.0407,Point,34.375,34,1,50.9167,-1.38333,Point,3,3,LineString,1,0,0,41.726931,-49.948253
40,Southampton,K5,Men,Third,"New York, United States",New York,S,Male,Mr. Selman Francis Slocovski,"Slocovski, Mr. Selman Francis",Southampton,0,No,88,Southampton,male,0,No,Not Survived,Died,,SOTON/OQ 392086,40,40.6677,-74.0407,Point,8.05,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
22,Southampton,C23 C25 C27,Women,First,"New York, United States",New York,S,Female,Miss. Mabel Helen Fortune,"Fortune, Miss. Mabel Helen",Southampton,2,Yes,89,Southampton,female,3,Yes,Survived,Survived,,19950,23,40.6677,-74.0407,Point,263,263,1,50.9167,-1.38333,Point,2,1,LineString,3,1,1,41.726931,-49.948253
24,Southampton,K5,Men,Third,"New York, United States",New York,S,Male,Mr. Francesco Celotti,"Celotti, Mr. Francesco",Southampton,0,No,90,Southampton,male,0,No,Not Survived,Died,,343275,24,40.6677,-74.0407,Point,8.05,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
28,Southampton,K5,Men,Third,"New York, United States",New York,S,Male,Mr. Emil Christmann,"Christmann, Mr. Emil",Southampton,0,No,91,Southampton,male,0,No,Not Survived,Died,,343276,29,40.6677,-74.0407,Point,8.05,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
20,Southampton,K5,Men,Third,"New York, United States",New York,S,Male,Mr. Paul Edvin Andreasson,"Andreasson, Mr. Paul Edvin",Southampton,0,No,92,Southampton,male,0,No,Not Survived,Died,,347466,20,40.6677,-74.0407,Point,7.8542,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
46,Southampton,E31,Men,First,"New York, United States",New York,S,Male,Mr. Herbert Fuller Chaffee,"Chaffee, Mr. Herbert Fuller",Southampton,0,No,93,Southampton,male,1,Yes,Not Survived,Died,,W.E.P. 5734,46,40.6677,-74.0407,Point,61.175,61,1,50.9167,-1.38333,Point,0,1,LineString,1,0,0,41.726931,-49.948253
26,Southampton,K5,Men,Third,"New York, United States",New York,S,Male,Mr. Bertram Frank Dean,"Dean, Mr. Bertram Frank",Southampton,2,Yes,94,Southampton,male,1,Yes,Not Survived,Died,,C.A. 2315,26,40.6677,-74.0407,Point,20.575,20,1,50.9167,-1.38333,Point,2,3,LineString,1,0,0,41.726931,-49.948253
58,Southampton,K5,Men,Third,"New York, United States",New York,S,Male,Mr. Daniel Coxon,"Coxon, Mr. Daniel",Southampton,0,No,95,Southampton,male,0,No,Not Survived,Died,,364500,59,40.6677,-74.0407,Point,7.25,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
40,Southampton,K5,Men,Third,"New York, United States",New York,S,Male,Mr. Charles Joseph Shorney,"Shorney, Mr. Charles Joseph",Southampton,0,No,96,Southampton,male,0,No,Not Survived,Died,,374910,40,40.6677,-74.0407,Point,8.05,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
70,Southampton,A5,Men,First,"New York, United States",New York,C,Male,Mr. George B Goldschmidt,"Goldschmidt, Mr. George B",Southampton,0,No,97,Cherbourg,male,0,No,Not Survived,Died,,PC 17754,71,40.6677,-74.0407,Point,34.6542,34,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
22,Southampton,D10 D12,Men,First,"New York, United States",New York,C,Male,Mr. William Bertram Greenfield,"Greenfield, Mr. William Bertram",Southampton,1,Yes,98,Cherbourg,male,0,No,Survived,Survived,,PC 17759,23,40.6677,-74.0407,Point,63.3583,63,1,50.9167,-1.38333,Point,1,1,LineString,0,1,1,41.726931,-49.948253
34,Southampton,K5,Women,Second,"New York, United States",New York,S,Female,Mrs. John T (Ada Julia Bone) Doling,"Doling, Mrs. John T (Ada Julia Bone)",Southampton,1,Yes,99,Southampton,female,0,No,Survived,Survived,,231919,34,40.6677,-74.0407,Point,23,23,1,50.9167,-1.38333,Point,1,2,LineString,0,1,1,41.726931,-49.948253
34,Southampton,K5,Men,Second,"New York, United States",New York,S,Male,Mr. Sinai Kantor,"Kantor, Mr. Sinai",Southampton,0,No,100,Southampton,male,1,Yes,Not Survived,Died,,244367,34,40.6677,-74.0407,Point,26,26,1,50.9167,-1.38333,Point,0,2,LineString,1,0,0,41.726931,-49.948253
28,Southampton,K5,Women,Third,"New York, United States",New York,S,Female,Miss. Matilda Petranec,"Petranec, Miss. Matilda",Southampton,0,No,101,Southampton,female,0,No,Not Survived,Died,,349245,28,40.6677,-74.0407,Point,7.8958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
40,Southampton,K5,Men,Third,"New York, United States",New York,S,Male,"Mr. Pastcho (""Pentcho"") Petroff","Petroff, Mr. Pastcho (""Pentcho"")",Southampton,0,No,102,Southampton,male,0,No,Not Survived,Died,,349215,40,40.6677,-74.0407,Point,7.8958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
20,Southampton,D26,Men,First,"New York, United States",New York,S,Male,Mr. Richard Frasar White,"White, Mr. Richard Frasar",Southampton,1,Yes,103,Southampton,male,0,No,Not Survived,Died,,35281,21,40.6677,-74.0407,Point,77.2875,77,1,50.9167,-1.38333,Point,1,1,LineString,0,0,0,41.726931,-49.948253
32,Southampton,K5,Men,Third,"New York, United States",New York,S,Male,Mr. Gustaf Joel Johansson,"Johansson, Mr. Gustaf Joel",Southampton,0,No,104,Southampton,male,0,No,Not Survived,Died,,7540,33,40.6677,-74.0407,Point,8.6542,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
36,Southampton,K5,Men,Third,"New York, United States",New York,S,Male,Mr. Anders Vilhelm Gustafsson,"Gustafsson, Mr. Anders Vilhelm",Southampton,0,No,105,Southampton,male,2,Yes,Not Survived,Died,,3101276,37,40.6677,-74.0407,Point,7.925,7,1,50.9167,-1.38333,Point,0,3,LineString,2,0,0,41.726931,-49.948253
28,Southampton,K5,Men,Third,"New York, United States",New York,S,Male,Mr. Stoytcho Mionoff,"Mionoff, Mr. Stoytcho",Southampton,0,No,106,Southampton,male,0,No,Not Survived,Died,,349207,28,40.6677,-74.0407,Point,7.8958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
20,Southampton,K5,Women,Third,"New York, United States",New York,S,Female,Miss. Anna Kristine Salkjelsvik,"Salkjelsvik, Miss. Anna Kristine",Southampton,0,No,107,Southampton,female,0,No,Survived,Survived,,343120,21,40.6677,-74.0407,Point,7.65,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
40,Southampton,K5,Men,Third,"New York, United States",New York,S,Male,Mr. Albert Johan Moss,"Moss, Mr. Albert Johan",Southampton,0,No,108,Southampton,male,0,No,Survived,Survived,,312991,40,40.6677,-74.0407,Point,7.775,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
38,Southampton,K5,Men,Third,"New York, United States",New York,S,Male,Mr. Tido Rekic,"Rekic, Mr. Tido",Southampton,0,No,109,Southampton,male,0,No,Not Survived,Died,,349249,38,40.6677,-74.0407,Point,7.8958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
40,Southampton,K5,Women,Third,"New York, United States",New York,Q,Female,Miss. Bertha Moran,"Moran, Miss. Bertha",Southampton,0,No,110,Queenstown,female,1,Yes,Survived,Survived,,371110,40,40.6677,-74.0407,Point,24.15,24,1,50.9167,-1.38333,Point,0,3,LineString,1,1,1,41.726931,-49.948253
46,Southampton,C110,Men,First,"New York, United States",New York,S,Male,Mr. Walter Chamberlain Porter,"Porter, Mr. Walter Chamberlain",Southampton,0,No,111,Southampton,male,0,No,Not Survived,Died,,110465,47,40.6677,-74.0407,Point,52,52,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
,Southampton,K5,Women,Third,"New York, United States",New York,C,Female,Miss. Hileni Zabour,"Zabour, Miss. Hileni",Southampton,0,No,112,Cherbourg,female,1,Yes,Not Survived,Died,,2665,,40.6677,-74.0407,Point,14.4542,14,1,50.9167,-1.38333,Point,0,3,LineString,1,0,0,41.726931,-49.948253
22,Southampton,L9,Men,Third,"New York, United States",New York,S,Male,Mr. David John Barton,"Barton, Mr. David John",Southampton,0,No,113,Southampton,male,0,No,Not Survived,Died,,324669,22,40.6677,-74.0407,Point,8.05,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
20,Southampton,L9,Women,Third,"New York, United States",New York,S,Female,Miss. Katriina Jussila,"Jussila, Miss. Katriina",Southampton,0,No,114,Southampton,female,1,Yes,Not Survived,Died,,4136,20,40.6677,-74.0407,Point,9.825,9,1,50.9167,-1.38333,Point,0,3,LineString,1,0,0,41.726931,-49.948253
16,Southampton,L9,Women,Third,"New York, United States",New York,C,Female,Miss. Malake Attalah,"Attalah, Miss. Malake",Southampton,0,No,115,Cherbourg,female,0,No,Not Survived,Died,,2627,17,40.6677,-74.0407,Point,14.4583,14,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
20,Southampton,L9,Men,Third,"New York, United States",New York,S,Male,Mr. Edvard Pekoniemi,"Pekoniemi, Mr. Edvard",Southampton,0,No,116,Southampton,male,0,No,Not Survived,Died,,STON/O 2. 3101294,21,40.6677,-74.0407,Point,7.925,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
,Southampton,L9,Men,Third,"New York, United States",New York,Q,Male,Mr. Patrick Connors,"Connors, Mr. Patrick",Southampton,0,No,117,Queenstown,male,0,No,Not Survived,Died,,370369,,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
28,Southampton,L9,Men,Second,"New York, United States",New York,S,Male,Mr. William John Robert Turpin,"Turpin, Mr. William John Robert",Southampton,0,No,118,Southampton,male,1,Yes,Not Survived,Died,,11668,29,40.6677,-74.0407,Point,21,21,1,50.9167,-1.38333,Point,0,2,LineString,1,0,0,41.726931,-49.948253
24,Southampton,B58 B60,Men,First,"New York, United States",New York,C,Male,Mr. Quigg Edmond Baxter,"Baxter, Mr. Quigg Edmond",Southampton,1,Yes,119,Cherbourg,male,0,No,Not Survived,Died,,PC 17558,24,40.6677,-74.0407,Point,247.5208,247,1,50.9167,-1.38333,Point,1,1,LineString,0,0,0,41.726931,-49.948253
2,Southampton,L9,Children,Third,"New York, United States",New York,S,Female,Miss. Ellis Anna Maria Andersson,"Andersson, Miss. Ellis Anna Maria",Southampton,2,Yes,120,Southampton,female,4,Yes,Not Survived,Died,,347082,2,40.6677,-74.0407,Point,31.275,31,1,50.9167,-1.38333,Point,2,3,LineString,4,0,0,41.726931,-49.948253
20,Southampton,L9,Men,Second,"New York, United States",New York,S,Male,Mr. Stanley George Hickman,"Hickman, Mr. Stanley George",Southampton,0,No,121,Southampton,male,2,Yes,Not Survived,Died,,S.O.C. 14879,21,40.6677,-74.0407,Point,73.5,73,1,50.9167,-1.38333,Point,0,2,LineString,2,0,0,41.726931,-49.948253
40,Southampton,L9,Men,Third,"New York, United States",New York,S,Male,Mr. Leonard Charles Moore,"Moore, Mr. Leonard Charles",Southampton,0,No,122,Southampton,male,0,No,Not Survived,Died,,A4. 54510,40,40.6677,-74.0407,Point,8.05,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
,Southampton,L9,Men,Second,"New York, United States",New York,C,Male,Mr. Nicholas Nasser,"Nasser, Mr. Nicholas",Southampton,0,No,123,Cherbourg,male,1,Yes,Not Survived,Died,,237736,,40.6677,-74.0407,Point,30.0708,30,1,50.9167,-1.38333,Point,0,2,LineString,1,0,0,41.726931,-49.948253
,Southampton,E101,Women,Second,"New York, United States",New York,S,Female,Miss. Susan Webber,"Webber, Miss. Susan",Southampton,0,No,124,Southampton,female,0,No,Survived,Survived,,27267,,40.6677,-74.0407,Point,13,13,1,50.9167,-1.38333,Point,0,2,LineString,0,1,1,41.726931,-49.948253
54,Southampton,D26,Men,First,"New York, United States",New York,S,Male,Mr. Percival Wayland White,"White, Mr. Percival Wayland",Southampton,1,Yes,125,Southampton,male,0,No,Not Survived,Died,,35281,54,40.6677,-74.0407,Point,77.2875,77,1,50.9167,-1.38333,Point,1,1,LineString,0,0,0,41.726931,-49.948253
12,Southampton,L9,Children,Third,"New York, United States",New York,C,Male,Master. Elias Nicola-Yarred,"Nicola-Yarred, Master. Elias",Southampton,0,No,126,Cherbourg,male,1,Yes,Survived,Survived,,2651,12,40.6677,-74.0407,Point,11.2417,11,1,50.9167,-1.38333,Point,0,3,LineString,1,1,1,41.726931,-49.948253
40,Southampton,L9,Men,Third,"New York, United States",New York,Q,Male,Mr. Martin McMahon,"McMahon, Mr. Martin",Southampton,0,No,127,Queenstown,male,0,No,Not Survived,Died,,370372,40,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
24,Southampton,L9,Men,Third,"New York, United States",New York,S,Male,Mr. Fridtjof Arne Madsen,"Madsen, Mr. Fridtjof Arne",Southampton,0,No,128,Southampton,male,0,No,Survived,Survived,,C 17369,24,40.6677,-74.0407,Point,7.1417,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
40,Southampton,F E69,Women,Third,"New York, United States",New York,C,Female,Miss. Anna Peter,"Peter, Miss. Anna",Southampton,1,Yes,129,Cherbourg,female,1,Yes,Survived,Survived,,2668,40,40.6677,-74.0407,Point,22.3583,22,1,50.9167,-1.38333,Point,1,3,LineString,1,1,1,41.726931,-49.948253
44,Southampton,L9,Men,Third,"New York, United States",New York,S,Male,Mr. Johan Ekstrom,"Ekstrom, Mr. Johan",Southampton,0,No,130,Southampton,male,0,No,Not Survived,Died,,347061,45,40.6677,-74.0407,Point,6.975,6,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
32,Southampton,L9,Men,Third,"New York, United States",New York,C,Male,Mr. Jozef Drazenoic,"Drazenoic, Mr. Jozef",Southampton,0,No,131,Cherbourg,male,0,No,Not Survived,Died,,349241,33,40.6677,-74.0407,Point,7.8958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
20,Southampton,L9,Men,Third,"New York, United States",New York,S,Male,Mr. Domingos Fernandeo Coelho,"Coelho, Mr. Domingos Fernandeo",Southampton,0,No,132,Southampton,male,0,No,Not Survived,Died,,SOTON/O.Q. 3101307,20,40.6677,-74.0407,Point,7.05,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
46,Southampton,L9,Women,Third,"New York, United States",New York,S,Female,Mrs. Alexander A (Grace Charity Laury) Robins,"Robins, Mrs. Alexander A (Grace Charity Laury)",Southampton,0,No,133,Southampton,female,1,Yes,Not Survived,Died,,A/5. 3337,47,40.6677,-74.0407,Point,14.5,14,1,50.9167,-1.38333,Point,0,3,LineString,1,0,0,41.726931,-49.948253
28,Southampton,L9,Women,Second,"New York, United States",New York,S,Female,Mrs. Leopold (Mathilde Francoise Pede) Weisz,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",Southampton,0,No,134,Southampton,female,1,Yes,Survived,Survived,,228414,29,40.6677,-74.0407,Point,26,26,1,50.9167,-1.38333,Point,0,2,LineString,1,1,1,41.726931,-49.948253
24,Southampton,L9,Men,Second,"New York, United States",New York,S,Male,Mr. Samuel James Hayden Sobey,"Sobey, Mr. Samuel James Hayden",Southampton,0,No,135,Southampton,male,0,No,Not Survived,Died,,C.A. 29178,25,40.6677,-74.0407,Point,13,13,1,50.9167,-1.38333,Point,0,2,LineString,0,0,0,41.726931,-49.948253
22,Southampton,L9,Men,Second,"New York, United States",New York,C,Male,Mr. Emile Richard,"Richard, Mr. Emile",Southampton,0,No,136,Cherbourg,male,0,No,Not Survived,Died,,SC/PARIS 2133,23,40.6677,-74.0407,Point,15.0458,15,1,50.9167,-1.38333,Point,0,2,LineString,0,0,0,41.726931,-49.948253
18,Southampton,D47,Women,First,"New York, United States",New York,S,Female,Miss. Helen Monypeny Newsom,"Newsom, Miss. Helen Monypeny",Southampton,2,Yes,137,Southampton,female,0,No,Survived,Survived,,11752,19,40.6677,-74.0407,Point,26.2833,26,1,50.9167,-1.38333,Point,2,1,LineString,0,1,1,41.726931,-49.948253
36,Southampton,C123,Men,First,"New York, United States",New York,S,Male,Mr. Jacques Heath Futrelle,"Futrelle, Mr. Jacques Heath",Southampton,0,No,138,Southampton,male,1,Yes,Not Survived,Died,,113803,37,40.6677,-74.0407,Point,53.1,53,1,50.9167,-1.38333,Point,0,1,LineString,1,0,0,41.726931,-49.948253
16,Southampton,L9,Men,Third,"New York, United States",New York,S,Male,Mr. Olaf Elon Osen,"Osen, Mr. Olaf Elon",Southampton,0,No,139,Southampton,male,0,No,Not Survived,Died,,7534,16,40.6677,-74.0407,Point,9.2167,9,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
24,Southampton,B86,Men,First,"New York, United States",New York,C,Male,Mr. Victor Giglio,"Giglio, Mr. Victor",Southampton,0,No,140,Cherbourg,male,0,No,Not Survived,Died,,PC 17593,24,40.6677,-74.0407,Point,79.2,79,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
30,Southampton,L9,Women,Third,"New York, United States",New York,C,Female,Mrs. Joseph (Sultana) Boulos,"Boulos, Mrs. Joseph (Sultana)",Southampton,2,Yes,141,Cherbourg,female,0,No,Not Survived,Died,,2678,30,40.6677,-74.0407,Point,15.2458,15,1,50.9167,-1.38333,Point,2,3,LineString,0,0,0,41.726931,-49.948253
22,Southampton,L9,Women,Third,"New York, United States",New York,S,Female,Miss. Anna Sofia Nysten,"Nysten, Miss. Anna Sofia",Southampton,0,No,142,Southampton,female,0,No,Survived,Survived,,347081,22,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
24,Southampton,L9,Women,Third,"New York, United States",New York,S,Female,Mrs. Pekka Pietari (Elin Matilda Dolck) Hakkarainen,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",Southampton,0,No,143,Southampton,female,1,Yes,Survived,Survived,,STON/O2. 3101279,24,40.6677,-74.0407,Point,15.85,15,1,50.9167,-1.38333,Point,0,3,LineString,1,1,1,41.726931,-49.948253
18,Southampton,L9,Men,Third,"New York, United States",New York,Q,Male,Mr. Jeremiah Burke,"Burke, Mr. Jeremiah",Southampton,0,No,144,Queenstown,male,0,No,Not Survived,Died,,365222,19,40.6677,-74.0407,Point,6.75,6,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
18,Southampton,L9,Men,Second,"New York, United States",New York,S,Male,Mr. Edgardo Samuel Andrew,"Andrew, Mr. Edgardo Samuel",Southampton,0,No,145,Southampton,male,0,No,Not Survived,Died,,231945,18,40.6677,-74.0407,Point,11.5,11,1,50.9167,-1.38333,Point,0,2,LineString,0,0,0,41.726931,-49.948253
18,Southampton,L9,Men,Second,"New York, United States",New York,S,Male,Mr. Joseph Charles Nicholls,"Nicholls, Mr. Joseph Charles",Southampton,1,Yes,146,Southampton,male,1,Yes,Not Survived,Died,,C.A. 33112,19,40.6677,-74.0407,Point,36.75,36,1,50.9167,-1.38333,Point,1,2,LineString,1,0,0,41.726931,-49.948253
26,Southampton,L9,Men,Third,"New York, United States",New York,S,Male,"Mr. August Edvard (""Wennerstrom"") Andersson","Andersson, Mr. August Edvard (""Wennerstrom"")",Southampton,0,No,147,Southampton,male,0,No,Survived,Survived,,350043,27,40.6677,-74.0407,Point,7.7958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
8,Southampton,L9,Children,Third,"New York, United States",New York,S,Female,"Miss. Robina Maggie ""Ruby"" Ford","Ford, Miss. Robina Maggie ""Ruby""",Southampton,2,Yes,148,Southampton,female,2,Yes,Not Survived,Died,,W./C. 6608,9,40.6677,-74.0407,Point,34.375,34,1,50.9167,-1.38333,Point,2,3,LineString,2,0,0,41.726931,-49.948253
